75,"""Kumbh karan ki abb nind khuli, aa gaye bhi jhut ki vakalat karne #Notebandi per kiya lollipop chuss rahe the Anna? Ya abhi contract mila https://twitter.com/aajtak/status/841998800738738180 …""",Kumbh:Anna:karan,ki abb: nind khuli: jhut ki vakalat: chuss rahe: abhi contract mila 
76,@BJP4UP @narendramodi @AmitShah @BJPLive @bjpsamvad @BJP4India #NoteBandi ke baad ab poori picture ke liye ho jaiye taiyar...,BJP4UP:narendramodi:AmitShah,ab poori picture
77,Masterstroke to Modiji ne usi din maar diya tha jab #notebandi ki thi. pic.twitter.com/PSrO6JDVfh,Modiji,maar diya tha
78,#notebandi #ModiNo1 #ElectionResults #ResultsWithNDTV,,
79,you are in shock....hawaiyan udd gyi....#notebandi chal gya .janta Ka thapad pad gya ...aap ab chaplusi par na Utar jaiyega,Janta,you are in shock: hawaiyan udd gyi
80,Sab par ab janata janardan ka faisala... Jaldi sona hai shubha 8 baje hamare desh ke future ka pata lagega.#notebandi ka jawab,janata:desh,Jaldi sona: future ka pata lagega
81,@MamataOfficial @sardanarohit Woh Jo #NoteBandi k agst #AamaranAnshan karne waale the uska kya hua... Mare nahin ab tak,sardanarohit:MamataOfficial,karne waale the uska: Mare nahin ab tak
82,"""#NoteBandi ke baad BJP sare Elections jit rahi hai,fir v opposition ko samajh me nahi aa raha hai ki public Modi ji ke Saath hai. #UPPolls""",BJP:Modi,samajh me nahi aa raha
83,after #Notebandi #Maharastra #Odhisa ke logon ko mil gaye hain 15L. 11 march ko apko bhi mil jayega!!and Get well soon!!,Maharastra:Odhisa:logon:march,logon ko mil gaye:apko bhi mil
84,#notebandi se Janta kitni pareshan hai ki #DeMonetisation ke baad har election me @BJP4India ka jalwa badhta ja raha hai.,Janta,kitni pareshan: jalwa badhta ja raha
85,Beshak #notebandi se corruption puri Tarah nhi jayega LEKIN Ye phla or bhut bada kadam h corruption ko rokne ke liye,,corruption puri Tarah nhi jayega: bhut bada kadam: rokne ke liye
86,#BMCelection vyapariyo se ek appeal #notebandi ka jawab abhi nahi to kabhi nahi. Vote for congress vote for progress @sanjaynirupam,Vote:vote:congress:sanjaynirupam,jawab abhi nahi to kabhi nahi
87,@OfficeOfRG @yadavakhilesh Iseeliye humne #notebandi ka virodh kiya tha. Gareeb nirdosh longonko arrest karte hain https://twitter.com/manakgupta/status/833667923331817477 …,yadavakhilesh:OfficeOfRG:Gareeb,virodh kiya tha: nirdosh longonko arrest karte hain
88,#UttarPradesh Ko Aisa Beta nahee chahiyeh jo Apni 90 Saal ki Maa ko #NoteBandi Ki line mein khada kar diya #ModiGovt1000Days #UPElection2017pic.twitter.com/z1quu7H9e3,UttarPradesh,khada kar diya
89,Modi ji #notebandi ke 2-4fayde hame bhi ginva do jinse gareebon ka bhala hua ho line lagkr marne ke alawa,Modi,ke 2-4fayde: hame bhi ginva do: jinse gareebon ka bhala
90,"""@Pappu @Maya @Kejri ko #Notebandi ki pareshani NAHI Hoti. Kaise? Fake currency, curroption ka ilaj ek teeke se hota #AgarModiJiDoctorHote""",Pappu:Maya:Kejri,ilaj ek teeke
91,yehi hi nahi #notebandi ki maar khud @PMOIndia @narendramodi par bhi pado hai 1.5 mnth se videsh nahi gaye hai #StatePolls,PMOIndia:narendramodi:videsh,maar khud: bhi pado: videsh nahi gaye
92,YE #Notebandi se aam Kisan & Public ko line me laga k tabah kiya! Ab #IncomeTaxwale nirdosh logo ko BHI notice bhej k tang kar RAHE???,Public:logo,line me laga k tabah kiya: logo ko: tang kar RAHE
93,"""Pahle Modi Ki #NoteBandi Ne Beda Garq Kiya, Aaj Modi/Jaitly Ke #Budget2017 Ne. Rahul @OfficeOfRG Baba Barse Na To Kya Kare? :(""",Modi:Jaitly:Rahul:OfficeOfRG,Garq Kiya
94,"""A small farmer in Mahoba, #UttarPradesh: matar 6 rs kilo bech raha hun #notebandi ke kaaran! Ab chunaav me batayenge inko.""",Mahoba:UttarPradesh:matar,A small farmer:  chunaav me batayenge inko
95,ye to pura #desh jaanta hai ki #scam karna kiska #dharm h.,desh:scam:dharm,karna kiska
96,Sabse bada scam #notebandi Isse bada b koi scam ho sakta h,scam,Sabse bada scam: bada b koi: ho sakta h
97,Aaj bike me petrol lete wakt achanak meri nazarein un mahaan bhakton ko dhundhne lagi jinhone #notebandi ke baad... http://fb.me/5ulOQXqld,bike:petrol,achanak meri nazarei
98,@kamaalrkhan Shahrukh Khan ke promotion ki wajah s ek insan ki mout hogyi.#Notebandi s to 150 log jaan gwa chuke uska zimmedar Kon...??????,Shahrukh:insan,promotion ki wajah s: insan ki mout hogyi: jaan gwa chuke: zimmedar Kon
99,"""#notebandi ke time ek hi baar line mein lage the , uske baad kabhi bank gaye kya aap, Fate kurte wale babu""",bank:babu,time ek hi baar:  line mein lage the: uske baad kabhi 
100,#Notebandi fail hai bhai hume laga hi tha ki garibo ka fayeda hoga kuch na hua vo to bas up election me fayeda uthana tha inhe,bhai:garibo,fail hai: hume laga hi tha: fayeda hoga: kuch na hua
101,Dekhiye Feku ne to economy ko barbaad kiya #NoteBandi ke naam pe.15m jobs khatm huey par unka chowraha wala wada to dhare ke dhare rah gaye pic.twitter.com/ApXhheZFf8,,Feku ne to economy: naam pe: jobs khatm: chowraha wala wada to dhare: dhare rah gaye
102,"""Bahut kam Log Jante hain ki, #Notebandi Modi ji k liye, Blue Whale Game ka Pehla Task tha.""",Modi:Log:Whale,Jante hain ki
103,@narendramodi @PMOIndia #notebandi or kaladhan ki jagah app sabhi netao ki Bhrashtachar ki income par action li Hoti to,narendramodi:PMOIndia:netao,sabhi netao ki Bhrashtachar: income par action
104,"""Main Bhi whole level pe bol raha hoon, kiske life ne Kya kami as gayi hai #NoteBandi ke baad. Tu padha likhna hai na gyani.""",,whole level pe: bol raha hoon: kiske life ne: Kya kami as gayi: padha likhna hai na gyani
105,Are koi to batao ab kya hoa #NoteBandi se mujhe lagta hai #UPElection2017 me#AkhileshYadav ko vote kre wahi he up ko sunder bna sakte hai,AkhileshYadav:vote,Are koi to batao: ab kya hoa: sunder bna sakte hai
106,*#NoteBandi*,,
107,#notebandi se paiso ki value badi hai aur log jo hai simit rup se dhire dhire expensive karna sik rhe hai,log,value badi: aur: simit rup se dhire dhire: karna sik rhe
108,@narendramodi bank employees vyapariyon se bilkul achha behave nahi kar rahe hai...#pls kuch kijiye sir.... #notebandi ki takleef hone lagi,narendramodi:bank,nahi kar rahe: kuch kijiye: takleef hone lagi
109,"""#Notebandi se 50 dino main corruption wese he khatam hua hain, jese fair & lovely se 30 dino main ladkiya Gori Ho Jaati Hai""",ladkiya,khatam hua hain:dino main: Gori Ho Jaati Hai
110,"""#Notebandi se khatra @narendramodi ko ho raha hai aur Z+ suraksha #BabaRamdev #AmarSingh ko, conection kya hai?""",narendramodi:BabaRamdev:AmarSingh,ko ho raha 
111,"""agar aaj jatley se ye pucho ki #notebandi ka kya fayda hua to bhi inka same answer hoga """"mujhe nhi pata""""""",jatley,se ye pucho k: kya fayda hua: inka same answer hoga: mujhe nhi pata
112,@narendramodi ji woh #SuryaDeva hai jinki vision & leadership ki roshni se #KrantikariIndia ban raha hai & #NoteBandi of corrupt politicians,narendramodi:politicians:SuryaDeva,jinki vision & leadership
113,Abe #NoteBandi Modi ji ne Apne lie to krri nhi h Ek din me sab change kr dega kya tu..?,Modi,lie to krri nhi h: Ek din me: sab change kr dega
114,"""kal market gaya aur mall ,itnee bheed thee , #Notebandi ka koi asar nahi tha ,khoob free spending ho rahi thee""",market:mall,gaya aur: itnee bheed thee: asar nahi tha: khoob free spending
115,#Notebandi kasam se desh ka vikas karne ko hi hui thi. Ab fail ho gayi to #Modi ji ka kya kasoor.,desh:Modi,karne ko hi: fail ho gayi
116,#Demonetisation #VikasGoneCrazy #ModiRafaleScam,,
117,janaab sona ka biscuits baant rahe the kya apne shadi meah - zaroor #Notebandi ke time pe kiya hoga - lagta hai Reddys jaise bhakt honge aap...kuch kaladhan humare jeb meah bhi daliye,bhakt:kaladhan,apne shadi meah:  time pe kiya hoga:bhakt honge aap: bhi daliye
118,Actualy #Demonetisation and #Notebandi se sare chor khtm ho gye hai. Ab bachi aam sidhi sadhi janta wo kyahi kare. Jai malya jai adani,janta:malya:adani, 
119,Hahaha!!!#SarvaGyani #PMji ko ye practical difficulty pehle se pata nahi thi???Jo raimashwira karke kaam nahi karta uske sath aisa hi hota hai!#Notebandi me yehi hua tha & #GST me bhi but sabak shayad hi liya hoga???,PMji:GST,practical difficulty pehle: pata nahi thi: kaam nahi karta: uske sath aisa hi hota: sabak shayad hi liya
120,Agar #NoteBandi se kala paisa safed hua toh appko aur apke party walon ko toh koi problem nahin hona chayee because iska sabse bada fayda toh aaplogon ko hua hoga fir @OfficeOfRG aur @INCIndia ka kala dhan safed ho gaya all thanks to @narendramodi #Gujratelections2017,narendramodi:OfficeOfRG:INCIndia:party,kala paisa safed: hua toh appko aur apke: walon ko toh koi problem nahin: bada fayda toh aaplogon
121,"""#Bhakt chacha, saare black money to swiss bank mein the, switzerland mein kab ho raha hain #notebandi ? Deshvasi har kaam chhod ke ab sirf dono cheezon ka wait kar rahe hain. 1) Har ek ke account mein 15 lakh aur 2) Ayodha mein RamMandir. Kab denge aap ke #bhagwan ?""",swiss:switzerland:Ayodha:chacha:bank:RamMandir:bhagwan,saare black money: Deshvasi har kaam chhod: cheezon ka wait kar: Har ek ke account mein 15 lakh: Kab denge aap
122,sir agar mai #LOGON me aata hu to mai yahi kahunga ki .....i support #Notebandi bcoz chor log to zinda mar hi gayae....or 125 crore ke population ke liyae aisa koi rule nahi ho sakta jisme sab lo khush rahe...kisi ko to dikkt hogi hi..bt aapko kyun hui???,LOGON:chor:log,me aata: yahi kahunga ki: zinda mar hi gayae: aisa koi: rule nahi ho sakta: jisme sab lo khush rahe: kisi ko to dikkt
123,Bhai Demonisation ko Saal hogaye hai..ab toh chod do..this are the people jo har post ko @narendramodi #NoteBandi aur Desh ki Sena se jod dete hai.. grow up man..have a life for Gods sake ..@PiyushGoyalOffc,narendramodi:Desh:people:man,Saal hogaye: ab toh chod do: grow up
124,Kya #duplicate note aur #blackmoney sirf 500 aur 1000 ke note mein hi aate the? What about 100 ka note???,note:blackmoney,duplicate aur: ke note: mein hi aate
125,@narendramodi_in. Notebandi se mera koi fyada na hua ho par khushi ish baat ki kuch corrupt logo ka bohut ghaata hua #Notebandi,narendramodi_in:logo,koi fyada na: khushi ish: baat ki: corrupt ka : bohut ghaata 
